連番,登録ＣＤ,結果,快活並び,1巻ISBN,ＪＡＮ,コNo,ジャンル,タイトル,巻,完,出版社,著者,シリーズ,コメント
198,4-06-537756-0,,451,4-06-511209-5,9784065377567,138634,S1,中華一番！極,18,,講談社,小川悦司,週マガＫＣ,
199,4-06-539450-3,,450,4-06-511209-5,9784065394502,138634,S1,中華一番！極,19,,講談社,小川悦司,週マガＫＣ,
200,4-06-541091-6,,449,4-06-511209-5,9784065410912,138634,S1,中華一番！極,20,,講談社,小川悦司,週マガＫＣ,
201,4-06-542951-X,,448,4-06-511209-5,9784065429518,138634,S1,中華一番！極,21,,講談社,小川悦司,週マガＫＣ,
202,4-06-395284-3,,660,4-06-395284-3,9784063952841,122166,S1,恋と嘘,1,,講談社,ムサヲ,週マガＫＣ,
203,4-06-395416-1,,659,4-06-395284-3,9784063954166,122166,S1,恋と嘘,2,,講談社,ムサヲ,週マガＫＣ,
204,4-06-395546-X,,658,4-06-395284-3,9784063955460,122166,S1,恋と嘘,3,,講談社,ムサヲ,週マガＫＣ,
205,4-06-395664-4,,657,4-06-395284-3,9784063956641,122166,S1,恋と嘘,4,,講談社,ムサヲ,週マガＫＣ,
206,4-06-395792-6,,656,4-06-395284-3,9784063957921,122166,S1,恋と嘘,5,,講談社,ムサヲ,週マガＫＣ,
207,4-06-395952-X,,655,4-06-395284-3,9784063959529,122166,S1,恋と嘘,6,,講談社,ムサヲ,週マガＫＣ,
208,4-06-510382-7,,654,4-06-395284-3,9784065103821,122166,S1,恋と嘘,7,,講談社,ムサヲ,週マガＫＣ,
209,4-06-513246-0,,653,4-06-395284-3,9784065132463,122166,S1,恋と嘘,8,,講談社,ムサヲ,週マガＫＣ,
210,4-06-515497-9,,652,4-06-395284-3,9784065154977,122166,S1,恋と嘘,9,,講談社,ムサヲ,週マガＫＣ,
211,4-06-518719-2,,651,4-06-395284-3,9784065187197,122166,S1,恋と嘘,10,,講談社,ムサヲ,週マガＫＣ,
212,4-06-521669-9,,650,4-06-395284-3,9784065216699,122166,S1,恋と嘘,11,,講談社,ムサヲ,週マガＫＣ,
213,4-06-526394-8,,649,4-06-395284-3,9784065263945,122166,S1,恋と嘘,12,,講談社,ムサヲ,週マガＫＣ,
214,4-06-526395-6,,648,4-06-395284-3,9784065263952,122166,S1,恋と嘘,13,完,講談社,ムサヲ,週マガＫＣ,
215,4-09-860778-6,,973,4-09-860778-6,9784098607785,151541,B1,チ。～地球の運動について～,1,,小学館,魚豊,ビッグコミックス,
216,4-09-860801-4,,972,4-09-860778-6,9784098608010,151541,B1,チ。～地球の運動について～,2,,小学館,魚豊,ビッグコミックス,
217,4-09-860878-2,,971,4-09-860778-6,9784098608782,151541,B1,チ。～地球の運動について～,3,,小学館,魚豊,ビッグコミックス,
218,4-09-861071-X,,970,4-09-860778-6,9784098610716,151541,B1,チ。～地球の運動について～,4,,小学館,魚豊,ビッグコミックス,
219,4-09-861146-5,,969,4-09-860778-6,9784098611461,151541,B1,チ。～地球の運動について～,5,,小学館,魚豊,ビッグコミックス,
220,4-09-861206-2,,968,4-09-860778-6,9784098612062,151541,B1,チ。～地球の運動について～,6,,小学館,魚豊,ビッグコミックス,
221,4-09-861260-7,,967,4-09-860778-6,9784098612604,151541,B1,チ。～地球の運動について～,7,,小学館,魚豊,ビッグコミックス,
222,4-09-861317-4,,966,4-09-860778-6,9784098613175,151541,B1,チ。～地球の運動について～,8,完,小学館,魚豊,ビッグコミックス,
223,4-06-519219-6,,1019,4-06-519219-6,9784065192191,148227,B1,パリピ孔明,1,,講談社,小川亮,ヤンマガＫＣスペシャル,
224,4-06-520198-5,,1018,4-06-519219-6,9784065201985,148227,B1,パリピ孔明,2,,講談社,小川亮,ヤンマガＫＣスペシャル,
225,4-06-520998-6,,1017,4-06-519219-6,9784065209981,148227,B1,パリピ孔明,3,,講談社,小川亮,ヤンマガＫＣスペシャル,
226,4-06-522012-2,,1016,4-06-519219-6,9784065220122,148227,B1,パリピ孔明,4,,講談社,小川亮,ヤンマガＫＣスペシャル,
227,4-06-522928-6,,1015,4-06-519219-6,9784065229286,148227,B1,パリピ孔明,5,,講談社,小川亮,ヤンマガＫＣスペシャル,
228,4-06-523989-3,,1014,4-06-519219-6,9784065239896,148227,B1,パリピ孔明,6,,講談社,小川亮,ヤンマガＫＣスペシャル,
229,4-06-525885-5,,1013,4-06-519219-6,9784065258859,148227,B1,パリピ孔明,7,,講談社,小川亮,ヤンマガＫＣスペシャル,
230,4-06-526485-5,,1012,4-06-519219-6,9784065264850,148227,B1,パリピ孔明,8,,講談社,小川亮,ヤンマガＫＣスペシャル,
231,4-06-527465-6,,1011,4-06-519219-6,9784065274651,148227,B1,パリピ孔明,9,,講談社,小川亮,ヤンマガＫＣスペシャル,
232,4-06-528482-1,,1010,4-06-519219-6,9784065284827,148227,B1,パリピ孔明,10,,講談社,小川亮,ヤンマガＫＣスペシャル,
233,4-06-529480-0,,1009,4-06-519219-6,9784065294802,148227,B1,パリピ孔明,11,,講談社,小川亮,ヤンマガＫＣスペシャル,
234,4-06-530382-6,,1008,4-06-519219-6,9784065303825,148227,B1,パリピ孔明,12,,講談社,小川亮,ヤンマガＫＣスペシャル,
235,4-06-531377-5,,1007,4-06-519219-6,9784065313770,148227,B1,パリピ孔明,13,,講談社,小川亮,ヤンマガＫＣスペシャル,
236,4-06-532251-0,,1006,4-06-519219-6,9784065322512,148227,B1,パリピ孔明,14,,講談社,小川亮,ヤンマガＫＣスペシャル,
237,4-06-533371-7,,1005,4-06-519219-6,9784065333716,148227,B1,パリピ孔明,15,,講談社,小川亮,ヤンマガＫＣスペシャル,
238,4-06-534296-1,,1004,4-06-519219-6,9784065342961,148227,B1,パリピ孔明,16,,講談社,小川亮,ヤンマガＫＣスペシャル,
239,4-06-535243-6,,1003,4-06-519219-6,9784065352434,148227,B1,パリピ孔明,17,,講談社,小川亮,ヤンマガＫＣスペシャル,
240,4-06-536541-4,,1002,4-06-519219-6,9784065365410,148227,B1,パリピ孔明,18,,講談社,小川亮,ヤンマガＫＣスペシャル,
241,4-06-537449-9,,1001,4-06-519219-6,9784065374498,148227,B1,パリピ孔明,19,,講談社,小川亮,ヤンマガＫＣスペシャル,
242,4-06-538457-5,,1000,4-06-519219-6,9784065384572,148227,B1,パリピ孔明,20,,講談社,小川亮,ヤンマガＫＣスペシャル,
243,4-06-539233-0,,999,4-06-519219-6,9784065392331,148227,B1,パリピ孔明,21,,講談社,小川亮,ヤンマガＫＣスペシャル,
244,4-06-540503-3,,998,4-06-519219-6,9784065405031,148227,B1,パリピ孔明,22,,講談社,小川亮,ヤンマガＫＣスペシャル,
245,4-06-541406-7,,997,4-06-519219-6,9784065414064,148227,B1,パリピ孔明,23,,講談社,小川亮,ヤンマガＫＣスペシャル,
246,4-06-542519-0,,996,4-06-519219-6,9784065425190,148227,B1,パリピ孔明,24,,講談社,小川亮,ヤンマガＫＣスペシャル,
247,4-06-543529-3,,995,4-06-519219-6,9784065435298,148227,B1,パリピ孔明,25,,講談社,小川亮,ヤンマガＫＣスペシャル,
248,4-408-16307-4,,1132,4-408-16307-4,9784408163079,36267,B1,賭けゴロ,1,,実業之日本社,地引かずや,マンサンコミックス,
249,4-408-16319-8,,1131,4-408-16307-4,9784408163192,36267,B1,賭けゴロ,2,,実業之日本社,地引かずや,マンサンコミックス,
250,4-408-16330-9,,1130,4-408-16307-4,9784408163307,36267,B1,賭けゴロ,3,,実業之日本社,地引かずや,マンサンコミックス,
251,4-408-16343-0,,1129,4-408-16307-4,9784408163437,36267,B1,賭けゴロ,4,,実業之日本社,地引かずや,マンサンコミックス,
252,4-408-16353-8,,1128,4-408-16307-4,9784408163536,36267,B1,賭けゴロ,5,,実業之日本社,地引かずや,マンサンコミックス,
253,4-408-16365-1,,1127,4-408-16307-4,9784408163659,36267,B1,賭けゴロ,6,,実業之日本社,地引かずや,マンサンコミックス,
254,4-408-16381-3,,1126,4-408-16307-4,9784408163819,36267,B1,賭けゴロ,7,,実業之日本社,地引かずや,マンサンコミックス,
255,4-408-16392-9,,1125,4-408-16307-4,9784408163925,36267,B1,賭けゴロ,8,,実業之日本社,地引かずや,マンサンコミックス,
256,4-408-16403-8,,1124,4-408-16307-4,9784408164038,36267,B1,賭けゴロ,9,,実業之日本社,地引かずや,マンサンコミックス,
257,4-408-16415-1,,1123,4-408-16307-4,9784408164151,36267,B1,賭けゴロ,10,,実業之日本社,地引かずや,マンサンコミックス,
258,4-408-16428-3,,1122,4-408-16307-4,9784408164281,36267,B1,賭けゴロ,11,,実業之日本社,地引かずや,マンサンコミックス,
259,4-408-16440-2,,1121,4-408-16307-4,9784408164403,36267,B1,賭けゴロ,12,,実業之日本社,地引かずや,マンサンコミックス,
260,4-408-16451-8,,1120,4-408-16307-4,9784408164519,36267,B1,賭けゴロ,13,,実業之日本社,地引かずや,マンサンコミックス,
261,4-408-16466-6,,1119,4-408-16307-4,9784408164663,36267,B1,賭けゴロ,14,,実業之日本社,地引かずや,マンサンコミックス,
262,4-408-16477-1,,1118,4-408-16307-4,9784408164779,36267,B1,賭けゴロ,15,,実業之日本社,地引かずや,マンサンコミックス,
263,4-408-16498-4,,1117,4-408-16307-4,9784408164984,36267,B1,賭けゴロ,16,,実業之日本社,地引かずや,マンサンコミックス,
264,4-408-16515-8,,1116,4-408-16307-4,9784408165158,36267,B1,賭けゴロ,17,,実業之日本社,地引かずや,マンサンコミックス,
265,4-408-16518-2,,1115,4-408-16307-4,9784408165189,36267,B1,賭けゴロ,18,,実業之日本社,地引かずや,マンサンコミックス,
266,4-408-16523-9,,1114,4-408-16307-4,9784408165233,36267,B1,賭けゴロ,19,完,実業之日本社,地引かずや,マンサンコミックス,
267,4-08-851126-3,,92,4-08-851126-3,9784088511269,3845,S1,ジョジョの奇妙な冒険,1,,集英社,荒木飛呂彦,ジャンプコミックス,
268,4-08-851127-1,,91,4-08-851126-3,9784088511276,3845,S1,ジョジョの奇妙な冒険,2,,集英社,荒木飛呂彦,ジャンプコミックス,
269,4-08-851128-X,,90,4-08-851126-3,9784088511283,3845,S1,ジョジョの奇妙な冒険,3,,集英社,荒木飛呂彦,ジャンプコミックス,
270,4-08-851129-8,,89,4-08-851126-3,9784088511290,3845,S1,ジョジョの奇妙な冒険,4,,集英社,荒木飛呂彦,ジャンプコミックス,
271,4-08-851130-1,,88,4-08-851126-3,9784088511306,3845,S1,ジョジョの奇妙な冒険,5,,集英社,荒木飛呂彦,ジャンプコミックス,
272,4-08-851062-3,,87,4-08-851126-3,9784088510620,3845,S1,ジョジョの奇妙な冒険,6,,集英社,荒木飛呂彦,ジャンプコミックス,
273,4-08-851063-1,,86,4-08-851126-3,9784088510637,3845,S1,ジョジョの奇妙な冒険,7,,集英社,荒木飛呂彦,ジャンプコミックス,
274,4-08-851064-X,,85,4-08-851126-3,9784088510644,3845,S1,ジョジョの奇妙な冒険,8,,集英社,荒木飛呂彦,ジャンプコミックス,
275,4-08-851065-8,,84,4-08-851126-3,9784088510651,3845,S1,ジョジョの奇妙な冒険,9,,集英社,荒木飛呂彦,ジャンプコミックス,
276,4-08-851066-6,,83,4-08-851126-3,9784088510668,3845,S1,ジョジョの奇妙な冒険,10,,集英社,荒木飛呂彦,ジャンプコミックス,
277,4-08-851067-4,,82,4-08-851126-3,9784088510675,3845,S1,ジョジョの奇妙な冒険,11,,集英社,荒木飛呂彦,ジャンプコミックス,
278,4-08-851068-2,,81,4-08-851126-3,9784088510682,3845,S1,ジョジョの奇妙な冒険,12,,集英社,荒木飛呂彦,ジャンプコミックス,
279,4-08-851069-0,,80,4-08-851126-3,9784088510699,3845,S1,ジョジョの奇妙な冒険,13,,集英社,荒木飛呂彦,ジャンプコミックス,
280,4-08-851070-4,,79,4-08-851126-3,9784088510705,3845,S1,ジョジョの奇妙な冒険,14,,集英社,荒木飛呂彦,ジャンプコミックス,
281,4-08-851215-4,,78,4-08-851126-3,9784088512150,3845,S1,ジョジョの奇妙な冒険,15,,集英社,荒木飛呂彦,ジャンプコミックス,
282,4-08-851216-2,,77,4-08-851126-3,9784088512167,3845,S1,ジョジョの奇妙な冒険,16,,集英社,荒木飛呂彦,ジャンプコミックス,
283,4-08-851217-0,,76,4-08-851126-3,9784088512174,3845,S1,ジョジョの奇妙な冒険,17,,集英社,荒木飛呂彦,ジャンプコミックス,
284,4-08-851218-9,,75,4-08-851126-3,9784088512181,3845,S1,ジョジョの奇妙な冒険,18,,集英社,荒木飛呂彦,ジャンプコミックス,
285,4-08-851219-7,,74,4-08-851126-3,9784088512198,3845,S1,ジョジョの奇妙な冒険,19,,集英社,荒木飛呂彦,ジャンプコミックス,
286,4-08-851220-0,,73,4-08-851126-3,9784088512204,3845,S1,ジョジョの奇妙な冒険,20,,集英社,荒木飛呂彦,ジャンプコミックス,
287,4-08-851564-1,,72,4-08-851126-3,9784088515649,3845,S1,ジョジョの奇妙な冒険,21,,集英社,荒木飛呂彦,ジャンプコミックス,
288,4-08-851565-X,,71,4-08-851126-3,9784088515656,3845,S1,ジョジョの奇妙な冒険,22,,集英社,荒木飛呂彦,ジャンプコミックス,
289,4-08-851566-8,,70,4-08-851126-3,9784088515663,3845,S1,ジョジョの奇妙な冒険,23,,集英社,荒木飛呂彦,ジャンプコミックス,
290,4-08-851567-6,,69,4-08-851126-3,9784088515670,3845,S1,ジョジョの奇妙な冒険,24,,集英社,荒木飛呂彦,ジャンプコミックス,
291,4-08-851568-4,,68,4-08-851126-3,9784088515687,3845,S1,ジョジョの奇妙な冒険,25,,集英社,荒木飛呂彦,ジャンプコミックス,
292,4-08-851569-2,,67,4-08-851126-3,9784088515694,3845,S1,ジョジョの奇妙な冒険,26,,集英社,荒木飛呂彦,ジャンプコミックス,
293,4-08-851570-6,,66,4-08-851126-3,9784088515700,3845,S1,ジョジョの奇妙な冒険,27,,集英社,荒木飛呂彦,ジャンプコミックス,
294,4-08-851634-6,,65,4-08-851126-3,9784088516349,3845,S1,ジョジョの奇妙な冒険,28,,集英社,荒木飛呂彦,ジャンプコミックス,
295,4-08-851635-4,,64,4-08-851126-3,9784088516356,3845,S1,ジョジョの奇妙な冒険,29,,集英社,荒木飛呂彦,ジャンプコミックス,
296,4-08-851636-2,,63,4-08-851126-3,9784088516363,3845,S1,ジョジョの奇妙な冒険,30,,集英社,荒木飛呂彦,ジャンプコミックス,
297,4-08-851637-0,,62,4-08-851126-3,9784088516370,3845,S1,ジョジョの奇妙な冒険,31,,集英社,荒木飛呂彦,ジャンプコミックス,
298,4-08-851638-9,,61,4-08-851126-3,9784088516387,3845,S1,ジョジョの奇妙な冒険,32,,集英社,荒木飛呂彦,ジャンプコミックス,
299,4-08-851639-7,,60,4-08-851126-3,9784088516394,3845,S1,ジョジョの奇妙な冒険,33,,集英社,荒木飛呂彦,ジャンプコミックス,
300,4-08-851640-0,,59,4-08-851126-3,9784088516400,3845,S1,ジョジョの奇妙な冒険,34,,集英社,荒木飛呂彦,ジャンプコミックス,
301,4-08-851405-X,,58,4-08-851126-3,9784088514055,3845,S1,ジョジョの奇妙な冒険,35,,集英社,荒木飛呂彦,ジャンプコミックス,
302,4-08-851406-8,,57,4-08-851126-3,9784088514062,3845,S1,ジョジョの奇妙な冒険,36,,集英社,荒木飛呂彦,ジャンプコミックス,
303,4-08-851407-6,,56,4-08-851126-3,9784088514079,3845,S1,ジョジョの奇妙な冒険,37,,集英社,荒木飛呂彦,ジャンプコミックス,
304,4-08-851408-4,,55,4-08-851126-3,9784088514086,3845,S1,ジョジョの奇妙な冒険,38,,集英社,荒木飛呂彦,ジャンプコミックス,
305,4-08-851409-2,,54,4-08-851126-3,9784088514093,3845,S1,ジョジョの奇妙な冒険,39,,集英社,荒木飛呂彦,ジャンプコミックス,
306,4-08-851410-6,,53,4-08-851126-3,9784088514109,3845,S1,ジョジョの奇妙な冒険,40,,集英社,荒木飛呂彦,ジャンプコミックス,
307,4-08-851891-8,,52,4-08-851126-3,9784088518916,3845,S1,ジョジョの奇妙な冒険,41,,集英社,荒木飛呂彦,ジャンプコミックス,
308,4-08-851892-6,,51,4-08-851126-3,9784088518923,3845,S1,ジョジョの奇妙な冒険,42,,集英社,荒木飛呂彦,ジャンプコミックス,
309,4-08-851893-4,,50,4-08-851126-3,9784088518930,3845,S1,ジョジョの奇妙な冒険,43,,集英社,荒木飛呂彦,ジャンプコミックス,
310,4-08-851894-2,,49,4-08-851126-3,9784088518947,3845,S1,ジョジョの奇妙な冒険,44,,集英社,荒木飛呂彦,ジャンプコミックス,
311,4-08-851895-0,,48,4-08-851126-3,9784088518954,3845,S1,ジョジョの奇妙な冒険,45,,集英社,荒木飛呂彦,ジャンプコミックス,
312,4-08-851896-9,,47,4-08-851126-3,9784088518961,3845,S1,ジョジョの奇妙な冒険,46,,集英社,荒木飛呂彦,ジャンプコミックス,
313,4-08-851897-7,,46,4-08-851126-3,9784088518978,3845,S1,ジョジョの奇妙な冒険,47,,集英社,荒木飛呂彦,ジャンプコミックス,
314,4-08-851898-5,,45,4-08-851126-3,9784088518985,3845,S1,ジョジョの奇妙な冒険,48,,集英社,荒木飛呂彦,ジャンプコミックス,
315,4-08-851899-3,,44,4-08-851126-3,9784088518992,3845,S1,ジョジョの奇妙な冒険,49,,集英社,荒木飛呂彦,ジャンプコミックス,
316,4-08-851119-0,,43,4-08-851126-3,9784088511191,3845,S1,ジョジョの奇妙な冒険,50,,集英社,荒木飛呂彦,ジャンプコミックス,
317,4-08-851120-4,,42,4-08-851126-3,9784088511207,3845,S1,ジョジョの奇妙な冒険,51,,集英社,荒木飛呂彦,ジャンプコミックス,
318,4-08-872039-3,,41,4-08-851126-3,9784088720395,3845,S1,ジョジョの奇妙な冒険,52,,集英社,荒木飛呂彦,ジャンプコミックス,
319,4-08-872040-7,,40,4-08-851126-3,9784088720401,3845,S1,ジョジョの奇妙な冒険,53,,集英社,荒木飛呂彦,ジャンプコミックス,
320,4-08-872174-8,,39,4-08-851126-3,9784088721743,3845,S1,ジョジョの奇妙な冒険,54,,集英社,荒木飛呂彦,ジャンプコミックス,
321,4-08-872175-6,,38,4-08-851126-3,9784088721750,3845,S1,ジョジョの奇妙な冒険,55,,集英社,荒木飛呂彦,ジャンプコミックス,
322,4-08-872501-8,,37,4-08-851126-3,9784088725017,3845,S1,ジョジョの奇妙な冒険,56,,集英社,荒木飛呂彦,ジャンプコミックス,
323,4-08-872526-3,,36,4-08-851126-3,9784088725260,3845,S1,ジョジョの奇妙な冒険,57,,集英社,荒木飛呂彦,ジャンプコミックス,
324,4-08-872562-X,,35,4-08-851126-3,9784088725628,3845,S1,ジョジョの奇妙な冒険,58,,集英社,荒木飛呂彦,ジャンプコミックス,
325,4-08-872588-3,,34,4-08-851126-3,9784088725888,3845,S1,ジョジョの奇妙な冒険,59,,集英社,荒木飛呂彦,ジャンプコミックス,
326,4-08-872613-8,,33,4-08-851126-3,9784088726137,3845,S1,ジョジョの奇妙な冒険,60,,集英社,荒木飛呂彦,ジャンプコミックス,
