連番,登録ＣＤ,結果,快活並び,1巻ISBN,ＪＡＮ,コNo,ジャンル,タイトル,巻,完,出版社,著者,シリーズ,コメント
872,4-06-533154-4,,481,4-06-522982-0,9784065331545,152926,S1,黙示録の四騎士,14,,講談社,鈴木央,講談社コミックス,
873,4-06-534182-5,,480,4-06-522982-0,9784065341827,152926,S1,黙示録の四騎士,15,,講談社,鈴木央,講談社コミックス,
874,4-06-535177-4,,479,4-06-522982-0,9784065351772,152926,S1,黙示録の四騎士,16,,講談社,鈴木央,講談社コミックス,
875,4-06-535783-7,,478,4-06-522982-0,9784065357835,152926,S1,黙示録の四騎士,17,,講談社,鈴木央,講談社コミックス,
876,4-06-536519-8,,477,4-06-522982-0,9784065365199,152926,S1,黙示録の四騎士,18,,講談社,鈴木央,講談社コミックス,
877,4-06-537435-9,,476,4-06-522982-0,9784065374351,152926,S1,黙示録の四騎士,19,,講談社,鈴木央,講談社コミックス,
878,4-06-538418-4,,475,4-06-522982-0,9784065384183,152926,S1,黙示録の四騎士,20,,講談社,鈴木央,講談社コミックス,
879,4-06-539096-6,,474,4-06-522982-0,9784065390962,152926,S1,黙示録の四騎士,21,,講談社,鈴木央,講談社コミックス,
880,4-06-539739-1,,473,4-06-522982-0,9784065397398,152926,S1,黙示録の四騎士,22,,講談社,鈴木央,講談社コミックス,
881,4-06-540661-7,,472,4-06-522982-0,9784065406618,152926,S1,黙示録の四騎士,23,,講談社,鈴木央,講談社コミックス,
882,4-06-541552-7,,471,4-06-522982-0,9784065415528,152926,S1,黙示録の四騎士,24,,講談社,鈴木央,講談社コミックス,
883,4-06-542205-1,,470,4-06-522982-0,9784065422052,152926,S1,黙示録の四騎士,25,,講談社,鈴木央,講談社コミックス,
884,4-06-543514-5,,469,4-06-522982-0,9784065435144,152926,S1,黙示録の四騎士,26,,講談社,鈴木央,講談社コミックス,
885,4-253-30521-0,,1110,4-253-30521-0,9784253305211,153738,B1,半グレ―六本木 摩天楼のレクイエム―,1,,秋田書店,山本隆一郎,ヤングチャンピオン・コミックス,
886,4-253-30522-9,,1109,4-253-30521-0,9784253305228,153738,B1,半グレ―六本木 摩天楼のレクイエム―,2,,秋田書店,山本隆一郎,ヤングチャンピオン・コミックス,
887,4-253-30523-7,,1108,4-253-30521-0,9784253305235,153738,B1,半グレ―六本木 摩天楼のレクイエム―,3,,秋田書店,山本隆一郎,ヤングチャンピオン・コミックス,
888,4-253-30524-5,,1107,4-253-30521-0,9784253305242,153738,B1,半グレ―六本木 摩天楼のレクイエム―,4,,秋田書店,山本隆一郎,ヤングチャンピオン・コミックス,
889,4-253-30525-3,,1106,4-253-30521-0,9784253305259,153738,B1,半グレ―六本木 摩天楼のレクイエム―,5,,秋田書店,山本隆一郎,ヤングチャンピオン・コミックス,
890,4-253-30526-1,,1105,4-253-30521-0,9784253305266,153738,B1,半グレ―六本木 摩天楼のレクイエム―,6,,秋田書店,山本隆一郎,ヤングチャンピオン・コミックス,
891,4-253-30527-X,,1104,4-253-30521-0,9784253305273,153738,B1,半グレ―六本木 摩天楼のレクイエム―,7,,秋田書店,山本隆一郎,ヤングチャンピオン・コミックス,
892,4-253-30528-8,,1103,4-253-30521-0,9784253305280,153738,B1,半グレ―六本木 摩天楼のレクイエム―,8,,秋田書店,山本隆一郎,ヤングチャンピオン・コミックス,
893,4-253-30529-6,,1102,4-253-30521-0,9784253305297,153738,B1,半グレ―六本木 摩天楼のレクイエム―,9,,秋田書店,山本隆一郎,ヤングチャンピオン・コミックス,
894,4-253-30530-X,,1101,4-253-30521-0,9784253305303,153738,B1,半グレ―六本木 摩天楼のレクイエム―,10,,秋田書店,山本隆一郎,ヤングチャンピオン・コミックス,
895,4-253-30531-8,,1100,4-253-30521-0,9784253305310,153738,B1,半グレ―六本木 摩天楼のレクイエム―,11,,秋田書店,山本隆一郎,ヤングチャンピオン・コミックス,
896,4-253-30532-6,,1099,4-253-30521-0,9784253305327,153738,B1,半グレ―六本木 摩天楼のレクイエム―,12,,秋田書店,山本隆一郎,ヤングチャンピオン・コミックス,
897,4-253-00466-0,,1098,4-253-30521-0,9784253004664,153738,B1,半グレ―六本木 摩天楼のレクイエム―,13,,秋田書店,山本隆一郎,ヤングチャンピオン・コミックス,
898,4-253-01173-X,,1097,4-253-30521-0,9784253011730,153738,B1,半グレ―六本木 摩天楼のレクイエム―,14,,秋田書店,山本隆一郎,ヤングチャンピオン・コミックス,
899,4-06-511566-3,,551,4-06-511566-3,9784065115664,139033,S1,我間乱－修羅－,1,,講談社,中丸洋介,週マガＫＣ,
900,4-06-511780-1,,550,4-06-511566-3,9784065117804,139033,S1,我間乱－修羅－,2,,講談社,中丸洋介,週マガＫＣ,
901,4-06-513239-8,,549,4-06-511566-3,9784065132395,139033,S1,我間乱－修羅－,3,,講談社,中丸洋介,週マガＫＣ,
902,4-06-514456-6,,548,4-06-511566-3,9784065144565,139033,S1,我間乱－修羅－,4,,講談社,中丸洋介,週マガＫＣ,
903,4-06-514785-9,,547,4-06-511566-3,9784065147856,139033,S1,我間乱－修羅－,5,,講談社,中丸洋介,週マガＫＣ,
904,4-06-515138-4,,546,4-06-511566-3,9784065151389,139033,S1,我間乱－修羅－,6,,講談社,中丸洋介,週マガＫＣ,
905,4-06-515725-0,,545,4-06-511566-3,9784065157251,139033,S1,我間乱－修羅－,7,,講談社,中丸洋介,週マガＫＣ,
906,4-06-517278-0,,544,4-06-511566-3,9784065172780,139033,S1,我間乱－修羅－,8,,講談社,中丸洋介,週マガＫＣ,
907,4-06-517834-7,,543,4-06-511566-3,9784065178348,139033,S1,我間乱－修羅－,9,,講談社,中丸洋介,週マガＫＣ,
908,4-06-518451-7,,542,4-06-511566-3,9784065184516,139033,S1,我間乱－修羅－,10,,講談社,中丸洋介,週マガＫＣ,
909,4-06-519381-8,,541,4-06-511566-3,9784065193815,139033,S1,我間乱－修羅－,11,,講談社,中丸洋介,週マガＫＣ,
910,4-06-520102-0,,540,4-06-511566-3,9784065201022,139033,S1,我間乱－修羅－,12,,講談社,中丸洋介,週マガＫＣ,
911,4-06-521025-9,,539,4-06-511566-3,9784065210253,139033,S1,我間乱－修羅－,13,,講談社,中丸洋介,週マガＫＣ,
912,4-06-521678-8,,538,4-06-511566-3,9784065216781,139033,S1,我間乱－修羅－,14,,講談社,中丸洋介,週マガＫＣ,
913,4-06-522657-0,,537,4-06-511566-3,9784065226575,139033,S1,我間乱－修羅－,15,,講談社,中丸洋介,週マガＫＣ,
914,4-06-523602-9,,536,4-06-511566-3,9784065236024,139033,S1,我間乱－修羅－,16,,講談社,中丸洋介,週マガＫＣ,
915,4-06-524841-8,,535,4-06-511566-3,9784065248416,139033,S1,我間乱－修羅－,17,,講談社,中丸洋介,週マガＫＣ,
916,4-06-526274-7,,534,4-06-511566-3,9784065262740,139033,S1,我間乱－修羅－,18,,講談社,中丸洋介,週マガＫＣ,
917,4-06-527266-1,,533,4-06-511566-3,9784065272664,139033,S1,我間乱－修羅－,19,,講談社,中丸洋介,週マガＫＣ,
918,4-06-527843-0,,532,4-06-511566-3,9784065278437,139033,S1,我間乱－修羅－,20,,講談社,中丸洋介,週マガＫＣ,
919,4-06-528382-5,,531,4-06-511566-3,9784065283820,139033,S1,我間乱－修羅－,21,,講談社,中丸洋介,週マガＫＣ,
920,4-06-529146-1,,530,4-06-511566-3,9784065291467,139033,S1,我間乱－修羅－,22,,講談社,中丸洋介,週マガＫＣ,
921,4-06-529926-8,,529,4-06-511566-3,9784065299265,139033,S1,我間乱－修羅－,23,,講談社,中丸洋介,週マガＫＣ,
922,4-06-530741-4,,528,4-06-511566-3,9784065307410,139033,S1,我間乱－修羅－,24,,講談社,中丸洋介,週マガＫＣ,
923,4-06-531461-5,,527,4-06-511566-3,9784065314616,139033,S1,我間乱－修羅－,25,,講談社,中丸洋介,週マガＫＣ,
924,4-06-531873-4,,526,4-06-511566-3,9784065318737,139033,S1,我間乱－修羅－,26,,講談社,中丸洋介,週マガＫＣ,
925,4-06-532604-4,,525,4-06-511566-3,9784065326046,139033,S1,我間乱－修羅－,27,,講談社,中丸洋介,週マガＫＣ,
926,4-06-533223-0,,524,4-06-511566-3,9784065332238,139033,S1,我間乱－修羅－,28,,講談社,中丸洋介,週マガＫＣ,
927,4-06-534085-3,,523,4-06-511566-3,9784065340851,139033,S1,我間乱－修羅－,29,,講談社,中丸洋介,週マガＫＣ,
928,4-06-534861-7,,522,4-06-511566-3,9784065348611,139033,S1,我間乱－修羅－,30,,講談社,中丸洋介,週マガＫＣ,
929,4-06-535795-0,,521,4-06-511566-3,9784065357958,139033,S1,我間乱－修羅－,31,,講談社,中丸洋介,週マガＫＣ,
930,4-06-536532-5,,520,4-06-511566-3,9784065365328,139033,S1,我間乱－修羅－,32,,講談社,中丸洋介,週マガＫＣ,
931,4-06-537503-7,,519,4-06-511566-3,9784065375037,139033,S1,我間乱－修羅－,33,,講談社,中丸洋介,週マガＫＣ,
932,4-06-538453-2,,518,4-06-511566-3,9784065384534,139033,S1,我間乱－修羅－,34,,講談社,中丸洋介,週マガＫＣ,
933,4-06-539039-7,,517,4-06-511566-3,9784065390399,139033,S1,我間乱－修羅－,35,完,講談社,中丸洋介,週マガＫＣ,
934,4-09-127371-8,,382,4-09-127371-8,9784091273710,75846,S1,絶対可憐チルドレン,1,,小学館,椎名高志,少年サンデーコミックス,
935,4-09-127372-6,,381,4-09-127371-8,9784091273727,75846,S1,絶対可憐チルドレン,2,,小学館,椎名高志,少年サンデーコミックス,
936,4-09-120028-1,,380,4-09-127371-8,9784091200280,75846,S1,絶対可憐チルドレン,3,,小学館,椎名高志,少年サンデーコミックス,
937,4-09-120127-X,,379,4-09-127371-8,9784091201270,75846,S1,絶対可憐チルドレン,4,,小学館,椎名高志,少年サンデーコミックス,
938,4-09-120415-5,,378,4-09-127371-8,9784091204158,75846,S1,絶対可憐チルドレン,5,,小学館,椎名高志,少年サンデーコミックス,
939,4-09-120578-X,,377,4-09-127371-8,9784091205780,75846,S1,絶対可憐チルドレン,6,,小学館,椎名高志,少年サンデーコミックス,
940,4-09-120708-1,,376,4-09-127371-8,9784091207081,75846,S1,絶対可憐チルドレン,7,,小学館,椎名高志,少年サンデーコミックス,
941,4-09-121010-4,,375,4-09-127371-8,9784091210104,75846,S1,絶対可憐チルドレン,8,,小学館,椎名高志,少年サンデーコミックス,
942,4-09-121068-6,,374,4-09-127371-8,9784091210685,75846,S1,絶対可憐チルドレン,9,,小学館,椎名高志,少年サンデーコミックス,
943,4-09-121167-4,,373,4-09-127371-8,9784091211675,75846,S1,絶対可憐チルドレン,10,,小学館,椎名高志,少年サンデーコミックス,
944,4-09-121215-8,,372,4-09-127371-8,9784091212153,75846,S1,絶対可憐チルドレン,11,,小学館,椎名高志,少年サンデーコミックス,
945,4-09-121302-2,,371,4-09-127371-8,9784091213020,75846,S1,絶対可憐チルドレン,12,,小学館,椎名高志,少年サンデーコミックス,
946,4-09-121397-9,,370,4-09-127371-8,9784091213976,75846,S1,絶対可憐チルドレン,13,,小学館,椎名高志,少年サンデーコミックス,
947,4-09-121465-7,,369,4-09-127371-8,9784091214652,75846,S1,絶対可憐チルドレン,14,,小学館,椎名高志,少年サンデーコミックス,
948,4-09-121515-7,,368,4-09-127371-8,9784091215154,75846,S1,絶対可憐チルドレン,15,,小学館,椎名高志,少年サンデーコミックス,
949,4-09-121598-X,,367,4-09-127371-8,9784091215987,75846,S1,絶対可憐チルドレン,16,,小学館,椎名高志,少年サンデーコミックス,
950,4-09-122007-X,,366,4-09-127371-8,9784091220073,75846,S1,絶対可憐チルドレン,17,,小学館,椎名高志,少年サンデーコミックス,
951,4-09-121745-1,,365,4-09-127371-8,9784091217455,75846,S1,絶対可憐チルドレン,18,,小学館,椎名高志,少年サンデーコミックス,
952,4-09-122028-2,,364,4-09-127371-8,9784091220288,75846,S1,絶対可憐チルドレン,19,,小学館,椎名高志,少年サンデーコミックス,
953,4-09-122148-3,,363,4-09-127371-8,9784091221483,75846,S1,絶対可憐チルドレン,20,,小学館,椎名高志,少年サンデーコミックス,
954,4-09-122258-7,,362,4-09-127371-8,9784091222589,75846,S1,絶対可憐チルドレン,21,,小学館,椎名高志,少年サンデーコミックス,
955,4-09-122419-9,,361,4-09-127371-8,9784091224194,75846,S1,絶対可憐チルドレン,22,,小学館,椎名高志,少年サンデーコミックス,
956,4-09-122625-6,,360,4-09-127371-8,9784091226259,75846,S1,絶対可憐チルドレン,23,,小学館,椎名高志,少年サンデーコミックス,
957,4-09-122719-8,,359,4-09-127371-8,9784091227195,75846,S1,絶対可憐チルドレン,24,,小学館,椎名高志,少年サンデーコミックス,
958,4-09-122782-1,,358,4-09-127371-8,9784091227829,75846,S1,絶対可憐チルドレン,25,,小学館,椎名高志,少年サンデーコミックス,
959,4-09-122872-0,,357,4-09-127371-8,9784091228727,75846,S1,絶対可憐チルドレン,26,,小学館,椎名高志,少年サンデーコミックス,
960,4-09-123238-8,,356,4-09-127371-8,9784091232380,75846,S1,絶対可憐チルドレン,27,,小学館,椎名高志,少年サンデーコミックス,
961,4-09-123430-5,,355,4-09-127371-8,9784091234308,75846,S1,絶対可憐チルドレン,28,,小学館,椎名高志,少年サンデーコミックス,
962,4-09-123516-6,,354,4-09-127371-8,9784091235169,75846,S1,絶対可憐チルドレン,29,,小学館,椎名高志,少年サンデーコミックス,
963,4-09-123665-0,,353,4-09-127371-8,9784091236654,75846,S1,絶対可憐チルドレン,30,,小学館,椎名高志,少年サンデーコミックス,
964,4-09-123793-2,,352,4-09-127371-8,9784091237934,75846,S1,絶対可憐チルドレン,31,,小学館,椎名高志,少年サンデーコミックス,
965,4-09-124034-8,,351,4-09-127371-8,9784091240347,75846,S1,絶対可憐チルドレン,32,,小学館,椎名高志,少年サンデーコミックス,
966,4-09-124167-0,,350,4-09-127371-8,9784091241672,75846,S1,絶対可憐チルドレン,33,,小学館,椎名高志,少年サンデーコミックス,
967,4-09-124204-9,,349,4-09-127371-8,9784091242044,75846,S1,絶対可憐チルドレン,34,,小学館,椎名高志,少年サンデーコミックス,
968,4-09-124366-5,,348,4-09-127371-8,9784091243669,75846,S1,絶対可憐チルドレン,35,,小学館,椎名高志,少年サンデーコミックス,
969,4-09-124457-2,,347,4-09-127371-8,9784091244574,75846,S1,絶対可憐チルドレン,36,,小学館,椎名高志,少年サンデーコミックス,
970,4-09-124553-6,,346,4-09-127371-8,9784091245533,75846,S1,絶対可憐チルドレン,37,,小学館,椎名高志,少年サンデーコミックス,
971,4-09-124647-8,,345,4-09-127371-8,9784091246479,75846,S1,絶対可憐チルドレン,38,,小学館,椎名高志,少年サンデーコミックス,
972,4-09-124676-1,,344,4-09-127371-8,9784091246769,75846,S1,絶対可憐チルドレン,39,,小学館,椎名高志,少年サンデーコミックス,
973,4-09-125414-4,,343,4-09-127371-8,9784091254146,75846,S1,絶対可憐チルドレン,40,,小学館,椎名高志,少年サンデーコミックス,
974,4-09-125796-8,,342,4-09-127371-8,9784091257963,75846,S1,絶対可憐チルドレン,41,,小学館,椎名高志,少年サンデーコミックス,
975,4-09-125858-1,,341,4-09-127371-8,9784091258588,75846,S1,絶対可憐チルドレン,42,,小学館,椎名高志,少年サンデーコミックス,
976,4-09-126227-9,,340,4-09-127371-8,9784091262271,75846,S1,絶対可憐チルドレン,43,,小学館,椎名高志,少年サンデーコミックス,
977,4-09-126497-2,,339,4-09-127371-8,9784091264978,75846,S1,絶対可憐チルドレン,44,,小学館,椎名高志,少年サンデーコミックス,
978,4-09-127093-X,,338,4-09-127371-8,9784091270931,75846,S1,絶対可憐チルドレン,45,,小学館,椎名高志,少年サンデーコミックス,
979,4-09-127329-7,,337,4-09-127371-8,9784091273291,75846,S1,絶対可憐チルドレン,46,,小学館,椎名高志,少年サンデーコミックス,
980,4-09-127429-3,,336,4-09-127371-8,9784091274298,75846,S1,絶対可憐チルドレン,47,,小学館,椎名高志,少年サンデーコミックス,
981,4-09-127510-9,,335,4-09-127371-8,9784091275103,75846,S1,絶対可憐チルドレン,48,,小学館,椎名高志,少年サンデーコミックス,
982,4-09-127576-1,,334,4-09-127371-8,9784091275769,75846,S1,絶対可憐チルドレン,49,,小学館,椎名高志,少年サンデーコミックス,
983,4-09-127880-9,,333,4-09-127371-8,9784091278807,75846,S1,絶対可憐チルドレン,50,,小学館,椎名高志,少年サンデーコミックス,
984,4-09-128228-8,,332,4-09-127371-8,9784091282286,75846,S1,絶対可憐チルドレン,51,,小学館,椎名高志,少年サンデーコミックス,
985,4-09-128348-9,,331,4-09-127371-8,9784091283481,75846,S1,絶対可憐チルドレン,52,,小学館,椎名高志,少年サンデーコミックス,
986,4-09-128780-8,,330,4-09-127371-8,9784091287809,75846,S1,絶対可憐チルドレン,53,,小学館,椎名高志,少年サンデーコミックス,
987,4-09-128808-1,,329,4-09-127371-8,9784091288080,75846,S1,絶対可憐チルドレン,54,,小学館,椎名高志,少年サンデーコミックス,
988,4-09-129176-7,,328,4-09-127371-8,9784091291769,75846,S1,絶対可憐チルドレン,55,,小学館,椎名高志,少年サンデーコミックス,
989,4-09-129453-7,,327,4-09-127371-8,9784091294531,75846,S1,絶対可憐チルドレン,56,,小学館,椎名高志,少年サンデーコミックス,
990,4-09-129566-5,,326,4-09-127371-8,9784091295668,75846,S1,絶対可憐チルドレン,57,,小学館,椎名高志,少年サンデーコミックス,
991,4-09-850082-5,,325,4-09-127371-8,9784098500826,75846,S1,絶対可憐チルドレン,58,,小学館,椎名高志,少年サンデーコミックス,
992,4-09-850184-8,,324,4-09-127371-8,9784098501847,75846,S1,絶対可憐チルドレン,59,,小学館,椎名高志,少年サンデーコミックス,
993,4-09-850289-5,,323,4-09-127371-8,9784098502899,75846,S1,絶対可憐チルドレン,60,,小学館,椎名高志,少年サンデーコミックス,
994,4-09-850519-3,,322,4-09-127371-8,9784098505197,75846,S1,絶対可憐チルドレン,61,,小学館,椎名高志,少年サンデーコミックス,
995,4-09-850631-9,,321,4-09-127371-8,9784098506316,75846,S1,絶対可憐チルドレン,62,,小学館,椎名高志,少年サンデーコミックス,
996,4-09-850646-7,,320,4-09-127371-8,9784098506460,75846,S1,絶対可憐チルドレン,63,,小学館,椎名高志,少年サンデーコミックス,
997,4-09-871231-8,,932,4-09-871231-8,9784098712311,151535,S2,黒崎秘書に褒められたい,1,,小学館,宮坂香帆,フラワーコミックス,
998,4-09-871259-8,,931,4-09-871231-8,9784098712595,151535,S2,黒崎秘書に褒められたい,2,,小学館,宮坂香帆,フラワーコミックス,
999,4-09-871409-4,,930,4-09-871231-8,9784098714094,151535,S2,黒崎秘書に褒められたい,3,,小学館,宮坂香帆,フラワーコミックス,
1000,4-09-871518-X,,929,4-09-871231-8,9784098715183,151535,S2,黒崎秘書に褒められたい,4,,小学館,宮坂香帆,フラワーコミックス,
1001,4-09-871636-4,,928,4-09-871231-8,9784098716364,151535,S2,黒崎秘書に褒められたい,5,,小学館,宮坂香帆,フラワーコミックス,
1002,4-09-871724-7,,927,4-09-871231-8,9784098717248,151535,S2,黒崎秘書に褒められたい,6,,小学館,宮坂香帆,フラワーコミックス,
1003,4-09-871892-8,,926,4-09-871231-8,9784098718924,151535,S2,黒崎秘書に褒められたい,7,,小学館,宮坂香帆,フラワーコミックス,
1004,4-09-872144-9,,925,4-09-871231-8,9784098721443,151535,S2,黒崎秘書に褒められたい,8,,小学館,宮坂香帆,フラワーコミックス,
1005,4-09-872439-1,,924,4-09-871231-8,9784098724390,151535,S2,黒崎秘書に褒められたい,9,,小学館,宮坂香帆,フラワーコミックス,
1006,4-09-872542-8,,923,4-09-871231-8,9784098725427,151535,S2,黒崎秘書に褒められたい,10,,小学館,宮坂香帆,フラワーコミックス,
1007,4-09-872762-5,,922,4-09-871231-8,9784098727629,151535,S2,黒崎秘書に褒められたい,11,,小学館,宮坂香帆,フラワーコミックス,
1008,4-09-873011-1,,921,4-09-871231-8,9784098730117,151535,S2,黒崎秘書に褒められたい,12,,小学館,宮坂香帆,フラワーコミックス,
1009,4-09-873162-2,,920,4-09-871231-8,9784098731626,151535,S2,黒崎秘書に褒められたい,13,,小学館,宮坂香帆,フラワーコミックス,
1010,4-08-870705-2,,211,4-08-870705-2,9784088707051,112279,S1,終わりのセラフ,1,,集英社,山本ヤマト,ジャンプコミックス,
1011,4-08-870673-0,,210,4-08-870705-2,9784088706733,112279,S1,終わりのセラフ,2,,集英社,山本ヤマト,ジャンプコミックス,
1012,4-08-870814-8,,209,4-08-870705-2,9784088708140,112279,S1,終わりのセラフ,3,,集英社,山本ヤマト,ジャンプコミックス,
1013,4-08-870897-0,,208,4-08-870705-2,9784088708973,112279,S1,終わりのセラフ,4,,集英社,山本ヤマト,ジャンプコミックス,
1014,4-08-880063-X,,207,4-08-870705-2,9784088800639,112279,S1,終わりのセラフ,5,,集英社,山本ヤマト,ジャンプコミックス,
1015,4-08-880180-6,,206,4-08-870705-2,9784088801803,112279,S1,終わりのセラフ,6,,集英社,山本ヤマト,ジャンプコミックス,
1016,4-08-880283-7,,205,4-08-870705-2,9784088802831,112279,S1,終わりのセラフ,7,,集英社,山本ヤマト,ジャンプコミックス,
1017,4-08-880339-6,,204,4-08-870705-2,9784088803395,112279,S1,終わりのセラフ,8,,集英社,山本ヤマト,ジャンプコミックス,
1018,4-08-880472-4,,203,4-08-870705-2,9784088804729,112279,S1,終わりのセラフ,9,,集英社,山本ヤマト,ジャンプコミックス,
1019,4-08-880503-8,,202,4-08-870705-2,9784088805030,112279,S1,終わりのセラフ,10,,集英社,山本ヤマト,ジャンプコミックス,
1020,4-08-880677-8,,201,4-08-870705-2,9784088806778,112279,S1,終わりのセラフ,11,,集英社,山本ヤマト,ジャンプコミックス,
1021,4-08-880781-2,,200,4-08-870705-2,9784088807812,112279,S1,終わりのセラフ,12,,集英社,山本ヤマト,ジャンプコミックス,
1022,4-08-880892-4,,199,4-08-870705-2,9784088808925,112279,S1,終わりのセラフ,13,,集英社,山本ヤマト,ジャンプコミックス,
1023,4-08-881079-1,,198,4-08-870705-2,9784088810799,112279,S1,終わりのセラフ,14,,集英社,山本ヤマト,ジャンプコミックス,
1024,4-08-881150-X,,197,4-08-870705-2,9784088811505,112279,S1,終わりのセラフ,15,,集英社,山本ヤマト,ジャンプコミックス,
1025,4-08-881406-1,,196,4-08-870705-2,9784088814063,112279,S1,終わりのセラフ,16,,集英社,山本ヤマト,ジャンプコミックス,
1026,4-08-881594-7,,195,4-08-870705-2,9784088815947,112279,S1,終わりのセラフ,17,,集英社,山本ヤマト,ジャンプコミックス,
1027,4-08-881768-0,,194,4-08-870705-2,9784088817682,112279,S1,終わりのセラフ,18,,集英社,山本ヤマト,ジャンプコミックス,
1028,4-08-882061-4,,193,4-08-870705-2,9784088820613,112279,S1,終わりのセラフ,19,,集英社,山本ヤマト,ジャンプコミックス,
1029,4-08-882210-2,,192,4-08-870705-2,9784088822105,112279,S1,終わりのセラフ,20,,集英社,山本ヤマト,ジャンプコミックス,
1030,4-08-882321-4,,191,4-08-870705-2,9784088823218,112279,S1,終わりのセラフ,21,,集英社,山本ヤマト,ジャンプコミックス,
1031,4-08-882440-7,,190,4-08-870705-2,9784088824406,112279,S1,終わりのセラフ,22,,集英社,山本ヤマト,ジャンプコミックス,
1032,4-08-882556-X,,189,4-08-870705-2,9784088825564,112279,S1,終わりのセラフ,23,,集英社,山本ヤマト,ジャンプコミックス,
1033,4-08-882678-7,,188,4-08-870705-2,9784088826783,112279,S1,終わりのセラフ,24,,集英社,山本ヤマト,ジャンプコミックス,
1034,4-08-882812-7,,187,4-08-870705-2,9784088828121,112279,S1,終わりのセラフ,25,,集英社,山本ヤマト,ジャンプコミックス,
1035,4-08-883025-3,,186,4-08-870705-2,9784088830254,112279,S1,終わりのセラフ,26,,集英社,山本ヤマト,ジャンプコミックス,
1036,4-08-883131-4,,185,4-08-870705-2,9784088831312,112279,S1,終わりのセラフ,27,,集英社,山本ヤマト,ジャンプコミックス,
1037,4-08-883267-1,,184,4-08-870705-2,9784088832678,112279,S1,終わりのセラフ,28,,集英社,山本ヤマト,ジャンプコミックス,
1038,4-08-883379-1,,183,4-08-870705-2,9784088833798,112279,S1,終わりのセラフ,29,,集英社,山本ヤマト,ジャンプコミックス,
1039,4-08-883623-5,,182,4-08-870705-2,9784088836232,112279,S1,終わりのセラフ,30,,集英社,山本ヤマト,ジャンプコミックス,
1040,4-08-883694-4,,181,4-08-870705-2,9784088836942,112279,S1,終わりのセラフ,31,,集英社,山本ヤマト,ジャンプコミックス,
1041,4-08-883889-0,,180,4-08-870705-2,9784088838892,112279,S1,終わりのセラフ,32,,集英社,山本ヤマト,ジャンプコミックス,
1042,4-08-884217-0,,179,4-08-870705-2,9784088842172,112279,S1,終わりのセラフ,33,,集英社,山本ヤマト,ジャンプコミックス,
1043,4-08-884532-3,,178,4-08-870705-2,9784088845326,112279,S1,終わりのセラフ,34,,集英社,山本ヤマト,ジャンプコミックス,
1044,4-08-884706-7,,177,4-08-870705-2,9784088847061,112279,S1,終わりのセラフ,35,,集英社,山本ヤマト,ジャンプコミックス,
1045,4-08-885047-5,,176,4-08-870705-2,9784088850474,112279,S1,終わりのセラフ,36,,集英社,山本ヤマト,ジャンプコミックス,
1046,4-06-523407-7,,516,4-06-523407-7,9784065234075,153327,S1,女神のカフェテラス,1,,講談社,瀬尾公治,講談社コミックス,
1047,4-06-524008-5,,515,4-06-523407-7,9784065240083,153327,S1,女神のカフェテラス,2,,講談社,瀬尾公治,講談社コミックス,
1048,4-06-524832-9,,514,4-06-523407-7,9784065248324,153327,S1,女神のカフェテラス,3,,講談社,瀬尾公治,講談社コミックス,
1049,4-06-526289-5,,513,4-06-523407-7,9784065262894,153327,S1,女神のカフェテラス,4,,講談社,瀬尾公治,講談社コミックス,
1050,4-06-527290-4,,512,4-06-523407-7,9784065272909,153327,S1,女神のカフェテラス,5,,講談社,瀬尾公治,講談社コミックス,
1051,4-06-528182-2,,511,4-06-523407-7,9784065281826,153327,S1,女神のカフェテラス,6,,講談社,瀬尾公治,講談社コミックス,
1052,4-06-528662-X,,510,4-06-523407-7,9784065286623,153327,S1,女神のカフェテラス,7,,講談社,瀬尾公治,講談社コミックス,
1053,4-06-529633-1,,509,4-06-523407-7,9784065296332,153327,S1,女神のカフェテラス,8,,講談社,瀬尾公治,講談社コミックス,
1054,4-06-530576-4,,508,4-06-523407-7,9784065305768,153327,S1,女神のカフェテラス,9,,講談社,瀬尾公治,講談社コミックス,
1055,4-06-531253-1,,507,4-06-523407-7,9784065312537,153327,S1,女神のカフェテラス,10,,講談社,瀬尾公治,講談社コミックス,
1056,4-06-532185-9,,506,4-06-523407-7,9784065321850,153327,S1,女神のカフェテラス,11,,講談社,瀬尾公治,講談社コミックス,
1057,4-06-532897-7,,505,4-06-523407-7,9784065328972,153327,S1,女神のカフェテラス,12,,講談社,瀬尾公治,講談社コミックス,
1058,4-06-533905-7,,504,4-06-523407-7,9784065339053,153327,S1,女神のカフェテラス,13,,講談社,瀬尾公治,講談社コミックス,
1059,4-06-534566-9,,503,4-06-523407-7,9784065345665,153327,S1,女神のカフェテラス,14,,講談社,瀬尾公治,講談社コミックス,
1060,4-06-535509-5,,502,4-06-523407-7,9784065355091,153327,S1,女神のカフェテラス,15,,講談社,瀬尾公治,講談社コミックス,
1061,4-06-536166-4,,501,4-06-523407-7,9784065361665,153327,S1,女神のカフェテラス,16,,講談社,瀬尾公治,講談社コミックス,
1062,4-06-537127-9,,500,4-06-523407-7,9784065371275,153327,S1,女神のカフェテラス,17,,講談社,瀬尾公治,講談社コミックス,
1063,4-06-538073-1,,499,4-06-523407-7,9784065380734,153327,S1,女神のカフェテラス,18,,講談社,瀬尾公治,講談社コミックス,
